OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_<=17,PSY_CENS_PATIENT_18-64,PSY_CENS_PATIENT_=65,PSY_CENS_PATIENT_TOTL_1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL_2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_MINOR_NO_ADM_VIS,EMS_MINOR_ADM_VIS,EMS_LOWMODERATE_NO_ADM_VIS,EMS_LOWMODERATE_ADM_VIS,EMS_MODERATE_NO_ADM_VIS,EMS_MODERATE_ADM_VIS,EMS_SEVERE_WO_THREAT_NO_ADM_VIS,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_SEVERE_W_THREAT_NO_ADM_VIS,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_LT5LBS_8OZ,BIRTHS_LIVE_LT3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,IMPLANTABLE_CARDIO_DEFIB_IMPLANT,OTH_PROCEDURES,PCI_ANGIOPLASTY_WITH_STENT,PCI_ANGIOPLASTY_WITHOUT_STENT,ATHERECTOMY_PTCRA_ABLATION,THROMBO_AGT,PTBV_BALLOON,DIAGNOSTIC_ELECTROPHYSIOLOGY_EP,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,CATH_OTHR,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_DESIGNATION,MSSA_NAME,oshpd_id2,oshpd_id2
106331145,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,730 MAGNOLIA AVENUE,CORONA,92879,951-737-4343-4880,Yes,01/01/2011,12/31/2011,Open,01/15/1965,01/15/1965,,NO,71,37,44,6065041809,135f,,12 - Inland Counties,Riverside,250000126,Consolidated Facility,-117.5546427,33.8586945,General Acute Care,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3650,149,1930,10,3650,149,1930,0,0,0,0,40,14600,429,6014,30,10950,95,53,9420,0,0,0,0,0,0,0,0,80,29200,673,17364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,CORONA SOUTH/EL CERRITO/TEMESCAL,106331145,106331145
106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,800 SOUTH MAIN STREET,CORONA,92882,951-737-4343-4880,Yes,01/01/2011,12/31/2011,Open,03/31/1965,03/31/1965,,NO,71,37,44,6065041600,135d,,12 - Inland Counties,Riverside,250000126,Parent Facility,-117.5668015,33.8733354,General Acute Care,Investor - Corporation,General Medical / Surgical,121,44165,6222,23591,12,4380,1609,3369,5,1825,482,874,18,6570,560,757,5295,4,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,58400,8873,33129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,58400,8873,33129,0,0,0,0,0,0,12,1487,2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2638,0,1894,0,12712,0,12904,0,6525,0,36673,5949,42622,19,0,1787,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,1639,181655,1767,130982,0,0,5,5,Yes,1485,17,3,,,,0,435,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,114,0,62,0,176,0,176,0,0,0,0,0,0,0,0,0,0,0,0,44,33,0,0,0,0,253,,No,150 - 199,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,42622,2638,1894,12712,12904,6525,5949,Urban,ARLINGTON/CORONA EAST/HOME GARDENS/LA SIERRA/RIVERSIDE SOUTHWEST,106331152,106331152
106331164,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,760-323-6511,Yes,01/01/2011,12/31/2011,Open,09/20/1951,09/20/1951,Level II,NO,80,37,45,6065044602,129.4,,12 - Inland Counties,Riverside,250000139,Parent Facility,-116.54549,33.83932,General Acute Care,Investor - Corporation,General Medical / Surgical,238,80790,11219,39796,28,10220,3537,8608,14,5110,714,1825,23,8395,522,925,7301,8,2920,77,204,1576,0,0,0,0,0,0,0,0,0,0,30,10950,493,0,8124,12,4380,136,2390,353,122765,16698,69620,0,0,0,0,0,0,0,0,34,12410,899,,7840,0,0,0,0,0,0,0,0,387,135175,17597,77460,0,0,0,0,0,0,5,3071,5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Comprehensive,Comprehensive,3675,2,5528,1,20694,43,14457,1091,6287,8003,50641,9140,59781,28,0,670,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,4127,561595,1596,123388,0,0,10,10,Yes,3353,217,38,,,,0,1030,CV SURG,1,0,0,80,74,80,74,154,2,0,0,0,0,959,421,638,149,1597,570,1597,0,119,92,40,18,570,46,0,0,0,21,55,0,0,0,34,0,0,2592,Yes,No,300 - 499,Investor,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,,59781,,,,3677,5529,20737,15548,14290,,Urban,CATHEDRAL CITY SOUTHEAST/PALM DESERT NORTH/PALM SPRINGS SOUTH/RANCHO MIRAGE NORTH,106331164,106331164
106331168,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,760-340-3911,Yes,01/01/2011,12/31/2011,Open,12/27/1971,12/27/1971,,NO,64,37,45,6065044909,129.1,,12 - Inland Counties,Riverside,250000142,Parent Facility,-116.40798,33.76857,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,466,170090,17672,71715,0,0,0,0,6,2190,169,420,64,23360,343,1654,6286,6,2190,25,167,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,197830,18209,79013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,197830,18209,79013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1997,10,7673,39,15954,110,13701,488,12088,12511,51413,13158,64571,41,0,849,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,7087,857710,6723,417871,0,2,14,16,Yes,0,0,0,,,,0,0,CV SURG,2,0,0,242,9,242,9,251,2,0,0,0,0,700,709,408,228,1108,937,0,0,240,0,0,0,644,60,43,0,0,0,0,306,125,0,0,0,0,1418,,No,500+,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,64571,2007,7712,16064,14189,24599,,Urban,BERMUDA DUNES SOUTH/INDIAN WELLS/LA QUINTA WEST/PALM DESERT/RANCHO MIRAGE CENTRAL AND SOUTH,106331168,106331168
106331194,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,92543,951-652-2811-5202,Yes,01/01/2011,12/31/2011,Open,01/01/1946,01/01/1946,,NO,65,37,45,6065043401,132,,12 - Inland Counties,Riverside,250000145,Parent Facility,-116.95958,33.75113,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,266,97090,8541,31365,12,4380,1037,2509,0,0,0,0,18,6570,423,485,4899,8,2920,162,206,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,110960,10163,39862,0,0,0,0,0,0,0,0,113,41245,0,0,0,0,0,0,0,0,0,0,0,417,152205,10163,39862,21,837,5330,0,0,0,18,1089,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2301,10,18125,76,9433,221,6418,2724,2138,4319,38415,7350,45765,24,0,953,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,2347,287790,1285,123540,0,0,6,6,Yes,1050,44,9,,,,0,447,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,154,66,275,31,429,97,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,,No,300 - 499,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,45765,2311,18201,9654,9142,6457,,Urban,EAST HEMET/HEMET/VALLE VISTA,106331194,106331194
106331216,JOHN F KENNEDY MEMORIAL HOSPITAL,47-111 MONROE STREET,INDIO,92201,760-347-6191,Yes,01/01/2011,12/31/2011,Open,02/18/1966,02/18/1966,,NO,80,40,45,6065045207,128,,12 - Inland Counties,Riverside,250000155,Parent Facility,-116.23406,33.70658,General Acute Care,Investor - Corporation,General Medical / Surgical,81,29565,4249,15929,26,9490,2655,5291,22,8030,1282,3028,16,5840,379,670,3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4015,210,0,1701,0,0,0,0,156,56940,8775,29366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,56940,8775,29366,0,0,0,0,0,0,36,2296,3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,5680,28,3515,0,13821,45,7826,1371,1683,2848,32525,4292,36817,12,0,4165,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,2870,324738,1917,180498,0,0,5,5,,2426,223,16,,,,0,819,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,163,49,92,48,255,97,280,0,2,0,0,0,54,5,0,0,0,0,0,59,12,0,6,0,65,483,,No,150 - 199,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,36817,5708,3515,13866,9197,4531,,Rural,ARABIA/COACHELLA/DESERT BEACH/FLOWING WELLS/INDIO SOUTH/LA QUINTA EAST/MECCA/OASIS/THERMAL,106331216,106331216
106331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,5900 BROCKTON AVENUE,RIVERSIDE,92506,951-275-8400,Yes,01/01/2011,12/31/2011,Open,10/01/1961,10/01/1961,,NO,64,31,44,6065030700,135c,,12 - Inland Counties,Riverside,250000476,Parent Facility,-117.39574,33.96229,Acute Psychiatric,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3650,406,2066,58,21170,509,3237,0,0,0,,0,0,0,0,0,0,0,0,0,68,24820,915,5303,0,0,0,0,915,5303,0,0,0,0,0,9,9,0,8,1,9,2,0,0,2,0,0,4,0,0,1,9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,CASABLANCA/RIVERSIDE CENTRAL,106331226,106331226
106331288,PALO VERDE HOSPITAL,,,,,,,,,,,,No,80,40,45,,,,,Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standby,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-Respondent,,,,,,,,,,,,,,,,,,NEITHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,Rural,BLYTHE,106331288,106331288
106331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,92503,951-688-2211-1597,Yes,01/01/2011,12/31/2011,Open,10/24/1958,10/24/1958,,NO,64,31,44,6065031501,135c,,12 - Inland Counties,Riverside,250000186,Parent Facility,-117.43996,33.92573,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,125,45625,6338,26098,28,10220,1980,4338,15,5475,416,812,13,4745,207,602,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4380,288,33,3036,0,0,0,0,193,70445,9229,37871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,70445,9229,37871,0,0,0,0,0,0,20,1757,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,11114,0,11075,0,4808,0,10080,0,1377,5392,38454,5392,43846,14,0,774,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,3007,389520,1734,156270,0,0,7,7,Yes,2002,104,16,,,,0,725,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,150 - 199,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,43846,11114,11075,4808,10080,6769,,Urban,CASABLANCA/RIVERSIDE CENTRAL,106331293,106331293
106331312,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,951-788-3360,Yes,01/01/2011,12/31/2011,Open,01/01/1946,01/01/1946,Level II,NO,64,31,44,6065030300,135a,,12 - Inland Counties,Riverside,250000194,Parent Facility,-117.37997,33.97641,General Acute Care,Investor - Partnership,General Medical / Surgical,252,91980,16085,74807,45,16425,3984,8042,16,5840,581,1156,22,8030,345,1789,6965,18,6570,358,916,5970,0,0,0,0,0,0,0,0,0,0,20,7300,350,121,5450,0,0,0,0,373,136145,21703,102390,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,373,136145,21703,102390,0,0,0,0,0,0,21,3542,5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,3585,6,5860,15,35843,147,14682,205,3506,11936,63476,12309,75785,50,32221,1031,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,6337,834005,2851,286610,0,0,11,11,,3861,257,45,,,,0,1231,CV SURG,2,0,0,280,0,280,0,204,4,0,0,0,0,1854,1249,1422,573,3276,1822,3169,0,206,306,162,76,1668,137,0,0,0,200,149,183,187,48,62,0,1341,7894,Yes,No,300 - 499,Investor,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,,75785,,,,3591,5875,35990,14887,15442,,Urban,EASTSIDE/FAIRMONT PARK/RIVERSIDE DOWNTOWN/RUBIDOUX/UNIVERSITY,106331312,106331312
106331326,SAN GORGONIO MEMORIAL HOSPITAL,600 HIGHLAND SPRINGS AVENUE,BANNING,92220,951-769-2102,Yes,01/01/2011,12/31/2011,Open,03/13/1951,03/13/1951,,NO,65,37,41,6065044103,134,,12 - Inland Counties,Riverside,250000199,Parent Facility,-116.94678,33.9295,General Acute Care,District,General Medical / Surgical,40,14600,2539,10942,15,5475,461,1028,0,0,0,0,6,2190,180,436,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,22265,3180,13619,0,0,0,0,0,0,0,0,16,5840,293,,2213,0,0,0,0,0,0,0,0,77,28105,3473,15832,0,0,0,0,0,0,10,471,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,869,0,9617,1,9990,9,6958,350,1905,2564,29339,2924,32263,10,0,89,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,487,63570,966,68729,0,0,3,3,Yes,459,12,3,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,District,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,32263,869,9618,9999,7308,4469,,Rural,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,106331326,106331326
106332172,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DRIVE,PERRIS,92571,951-436-3535,Yes,01/01/2011,12/31/2011,Open,05/01/2007,01/10/1977,,NO,65,37,49,6065042603,133.1,,12 - Inland Counties,Riverside,250000234,Parent Facility,-117.22161,33.81241,General Acute Care,Investor - Corporation,General Medical / Surgical,32,11680,358,9600,0,0,0,0,0,0,0,0,8,2920,72,280,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14600,430,12231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14600,430,12231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,173,7362,0,0,2,0,0,2,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,CANYON LAKE/PERRIS/QUAIL VALLEY/ROMOLAND/SUN CITY/WINCHESTER,106332172,106332172
106334001,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,36485 INLAND VALLEY,WILDOMAR,92595,951-696-6000-6102,Yes,01/01/2011,12/31/2011,Open,01/14/1987,01/14/1987,Level III,NO,66,36,49,6065043207,131a,,12 - Inland Counties,Riverside,250000262,Consolidated Facility,-117.23699,33.59124,General Acute Care,Investor - Corporation,General Medical / Surgical,104,37960,7906,28708,10,3650,1059,2131,0,0,0,0,18,3470,349,914,3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,45080,9314,34744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,45080,9314,34744,0,0,0,0,0,0,12,989,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1487,1,1007,1,8810,16,18494,225,2497,5999,32295,6242,38537,36,1487,1417,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,3180,408365,1250,97501,0,0,5,5,Yes,985,25,1,,,,0,319,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,,,38537,,,1488,1008,8826,18719,8496,,Urban,LAKE ELSINORE/MURRIETA WEST/SEDCO HILLS/WILDOMAR,106334001,106334001
106334018,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,92585,951-652-2811-7262,Yes,01/01/2011,12/31/2011,Open,06/05/1989,06/05/1989,,NO,65,37,45,6065042722,133.1,,12 - Inland Counties,Riverside,250000338,Parent Facility,-117.15691,33.72146,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,74,27010,3391,12014,0,0,0,0,0,0,0,0,6,2190,168,175,1593,4,1460,72,111,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,30660,3631,14290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,30660,3631,14290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1047,0,5404,5,4626,22,3799,604,1054,2426,15930,3057,18987,12,0,311,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,679,79800,884,77055,0,0,3,3,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,18987,1047,5409,4648,4403,3480,,Urban,CANYON LAKE/PERRIS/QUAIL VALLEY/ROMOLAND/SUN CITY/WINCHESTER,106334018,106334018
