OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_LE17,PSY_CENS_PATIENT_18_64,PSY_CENS_PATIENT_EQ65,PSY_CENS_PATIENT_TOTL_1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL_2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_VISITS_NON_URGENT_NOT_ADM,EMS_MINOR_ADM_VIS,EMS_VISITS_URGENT_NOT_ADM,EMS_LOWMODERATE_ADM_VIS,EMS_VISITS_MODERATE_NOT_ADM,EMS_MODERATE_ADM_VIS,EMS_VISITS_SEVERE_NOT_ADM,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_VISITS_CRITICAL_NOT_ADM,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_LT5LBS_8OZ,BIRTHS_LIVE_LT3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_DX_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,ICD_IMPLANTATION,OTH_ICD_PROCEDURES,PCI_WITH_STENT,PCI_WITHOUT_STENT,ATHERECTOMY_PTCRA,THROMBO_AGT,PTBV,DX_EP_STUDY,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,OTHR_CATH_PROC,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_DESIGNATION,MSSA_NAME,oshpd_id2,HSP_IP_Pal_CARE_PROG_OFFERED,HSP_IP_Pal_CARE_PROG_NURSES,HSP_IP_Pal_CARE_PROG_NURSES_CERT,HSP_IP_Pal_CARE_PROG_PHYSICIAN,HSP_IP_Pal_CARE_PROG_PHYSICIAN_C,HSP_IP_Pal_CARE_PROG_SOCIAL_WORK,HSP_IP_Pal_CARE_PROG_CHAPLAINS,HSP_OUTPATIENT_PAL_CARE_SERV_OFF
106331326,SAN GORGONIO MEMORIAL HOSPITAL,600 HIGHLAND SPRINGS AVENUE,BANNING,92220,951-769-2102,Yes,01/01/2012,12/31/2012,Open,03/13/1951,03/13/1951,,NO,65,37,41,6065044103,134,,12 - Inland Counties,Riverside,250000199,Parent Facility,-116.94678,33.9295,General Acute Care,District,General Medical / Surgical,40,14640,2321,9929,15,5490,486,1086,0,0,0,0,6,2196,144,384,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,22326,2951,12551,0,0,0,0,0,0,0,0,16,5856,272,0,1490,0,0,0,0,0,0,0,0,77,28182,3223,14041,0,0,0,0,0,0,10,477,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,913,0,8351,1,8810,2,8908,370,6418,2771,33400,3144,36544,10,0,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,650,40982,1096,25834,0,0,3,3,Yes,477,14,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,District,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,36544,913,8352,8812,9278,9189,,Rural,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,106331326,No,0,0,0,0,0,0,No
106332172,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DRIVE,PERRIS,92571,951-436-3535,Yes,01/01/2012,12/31/2012,Open,05/01/2007,01/10/1977,,NO,65,37,49,6065042603,133.1,,12 - Inland Counties,Riverside,250000234,Parent Facility,-117.22161,33.81241,General Acute Care,Investor - Corporation,General Medical / Surgical,32,11712,391,9960,0,0,0,0,0,0,0,0,8,2928,80,767,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14640,471,12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14640,471,12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,86,13818,0,0,2,0,0,2,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,CANYON LAKE/PERRIS/QUAIL VALLEY/ROMOLAND/SUN CITY/WINCHESTER,106332172,No,0,0,0,0,0,0,No
106334001,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,36485 INLAND VALLEY,WILDOMAR,92595,951-677-1111-8710,Yes,01/01/2012,12/31/2012,Open,01/14/1987,01/14/1987,Level III,NO,66,36,49,6065043207,131a,,12 - Inland Counties,Riverside,250000262,Consolidated Facility,-117.23699,33.59124,General Acute Care,Investor - Corporation,General Medical / Surgical,104,38064,7359,26553,10,3660,0,0,0,0,0,0,18,6588,302,1030,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,48312,7661,30922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,48312,7661,30922,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1873,1,1047,1,10478,16,22251,97,3246,5865,38895,5980,44875,36,1873,326,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,3534,396168,1230,77694,0,0,5,5,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,100 - 149,Investor,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,,,44875,,,1874,1048,10494,22348,9111,,Urban,LAKE ELSINORE/MURRIETA WEST/SEDCO HILLS/WILDOMAR,106334001,No,0,0,0,0,0,0,No
106334018,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,92585,951-652-2811-7262,Yes,01/01/2012,12/31/2012,Open,06/05/1989,06/05/1989,,NO,65,37,45,6065042722,133.1,,12 - Inland Counties,Riverside,250000338,Parent Facility,-117.15691,33.72146,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,74,27084,3179,10430,0,0,0,0,0,0,0,0,6,2196,166,168,1519,4,1464,71,95,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,30744,3416,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,30744,3416,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1258,4,4387,11,4808,41,2592,537,979,2071,14024,2664,16688,12,0,311,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,724,101520,961,78525,0,0,3,3,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,16688,1262,4398,4849,3129,3050,,Urban,CANYON LAKE/PERRIS/QUAIL VALLEY/ROMOLAND/SUN CITY/WINCHESTER,106334018,No,0,0,0,0,0,0,No
106334025,KAISER FND HOSP - RIVERSIDE,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,951-353-4600,Yes,01/01/2012,12/31/2012,Open,09/11/1989,09/11/1989,,NO,66,31,44,6065041408,135d,,12 - Inland Counties,Riverside,250000327,Parent Facility,-117.47082,33.9063,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,133,48678,8587,32950,35,12810,3052,6768,17,6222,246,547,11,4026,201,613,2523,11,4026,201,614,2524,0,0,0,0,0,0,0,0,0,0,15,5490,315,483,3980,0,0,0,0,222,81252,12602,49292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,81252,12602,49292,0,0,0,0,0,0,6,2726,4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,171,8,4453,0,22900,941,5984,2495,984,1377,34492,4821,39313,42,0,300,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,3399,426424,10253,817289,0,0,7,7,,3027,228,32,,,,0,1036,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,200 - 299,Non-Profit Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,39313,179,4453,23841,8479,2361,,Urban,ARLINGTON/CORONA EAST/HOME GARDENS/LA SIERRA/RIVERSIDE SOUTHWEST,106334025,Yes,1,0,2,2,1,1,Yes
106334048,KAISER FND HOSPITAL - MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,92555,951-353-4600,Yes,01/01/2012,12/31/2012,Open,10/03/1990,10/03/1990,,NO,65,37,45,6065042605,134,,12 - Inland Counties,Riverside,550000810,Parent Facility,-117.18094,33.89519,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,43,15738,2357,6975,18,6588,984,1853,0,0,0,0,5,1830,310,559,1610,5,1830,310,559,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,25986,3961,12048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,25986,3961,12048,0,0,0,0,0,0,12,916,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,76,3,3232,0,21799,466,3163,1251,385,699,28655,2419,31074,12,0,700,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,703,64949,2518,192055,0,0,4,4,,964,27,3,,,,697,267,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Non-Profit Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,31074,79,3232,22265,4414,1084,,Rural,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,106334048,Yes,1,0,2,2,0,0,No
106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,951-696-6000-6102,Yes,01/01/2012,12/31/2012,Open,02/19/1992,02/19/1992,,NO,66,36,45,6065043206,131a,,12 - Inland Counties,Riverside,250000262,Parent Facility,-117.18488,33.55788,General Acute Care,Investor - Corporation,General Medical / Surgical,79,28914,4845,17975,34,12444,3459,7206,0,0,0,0,7,2562,134,354,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,43920,8438,26965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,43920,8438,26965,0,0,0,0,0,0,8,3456,5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2158,1,1051,0,11572,8,22724,67,3505,4363,41010,4439,45449,30,2158,619,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,1657,122182,1078,76842,0,0,3,3,Yes,3410,74,2,,,,0,972,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,14,54,0,41,14,95,3,0,80,9,0,0,0,0,0,0,0,0,0,11,5,1,0,0,0,109,Yes,No,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,45449,2159,1051,11580,22791,7868,,Urban,LAKE ELSINORE/MURRIETA WEST/SEDCO HILLS/WILDOMAR,106334068,No,0,0,0,0,0,0,No
106334457,OASIS PSYCHIATRIC HEALTH FACILITY,47-915 OASIS STREET,INDIO,92201,760-863-8600,Yes,01/01/2012,12/31/2012,Open,11/07/1995,11/07/1995,,NO,80,40,45,6065045501,128,,12 - Inland Counties,Riverside,MH2016025,Parent Facility,-116.22108,33.70085,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5856,1043,5348,0,0,0,,0,0,0,0,0,0,0,0,0,16,5856,1043,5348,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16,0,16,0,0,0,0,16,0,0,0,0,0,16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Rural,ARABIA/COACHELLA/DESERT BEACH/FLOWING WELLS/INDIO SOUTH/LA QUINTA EAST/MECCA/OASIS/THERMAL,106334457,No,0,0,0,0,0,0,No
106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,92555,951-486-4847,Yes,01/01/2012,12/31/2012,Open,04/01/1998,04/01/1998,Level II & Level II - Ped,YES,65,37,45,6065042605,134,,12 - Inland Counties,Riverside,250000195,Parent Facility,-117.19525,33.91187,General Acute Care,City and/or County,General Medical / Surgical,225,82350,12635,65791,40,14640,2651,7555,21,7686,1186,3214,44,16104,631,2278,11399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11712,517,1497,7237,0,0,0,0,362,132492,17620,95196,0,0,0,0,77,28182,4436,24187,0,0,0,,0,0,0,0,0,0,0,0,0,439,160674,22056,119383,0,0,0,0,0,0,35,2129,4757,0,64,0,64,2,60,2,64,11,0,0,1,6,2,0,24,0,20,64,Yes,,,,,Basic,Basic,7118,3,23263,25,23991,78,24388,1013,2669,9340,81429,10459,91888,39,0,5472,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,5263,736952,3351,346437,0,0,10,10,Yes,2422,147,48,,,,0,772,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,300 - 499,City and/or County,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,,91888,,,,7121,23288,24069,25401,12009,,Rural,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,106334487,Yes,1,0,4,2,1,1,No
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,92563,951-290-4000-4000,Yes,01/01/2012,12/31/2012,Open,04/12/2011,04/12/2011,,NO,64,36,45,6065043213,131b,,12 - Inland Counties,Riverside,550001535,Parent Facility,-117.1624483,33.6122263,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,80,29280,6172,20254,14,5124,956,1693,0,0,0,0,12,4392,158,578,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,38796,7286,24388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,38796,7286,24388,0,0,0,0,0,0,14,971,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,706,6,3027,19,11879,125,13017,575,2454,2600,31083,3325,34408,19,0,805,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,2666,192764,1472,67134,0,0,6,6,,970,22,1,,,,0,286,CV SURG,1,0,0,52,3,52,3,44,3,0,0,0,0,390,167,401,150,791,317,1108,0,124,35,64,49,275,42,0,1,0,0,0,100,192,0,9,0,0,1999,,No,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,34408,712,3046,12004,13592,5054,,Urban,FRENCH VALLEY/MURRIETA EAST/TEMECULA/WINCHESTER,106334589,No,0,0,0,0,0,0,No
106340913,KAISER FND HOSP - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,95825,916-973-6045,Yes,01/01/2012,12/31/2012,Open,05/11/1961,05/11/1961,,NO,5,6,5,6067005601,139d,,02 - Golden Empire,Sacramento,30000052,Parent Facility,-121.39232,38.60197,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,253,92628,9635,34945,0,0,0,0,0,0,0,0,25,9150,373,2670,8559,9,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,105072,10008,43504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,105072,10008,43504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,24110,9,15355,10,18299,290,15712,2635,2066,2377,75542,5321,80863,36,0,447,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,4201,845003,7273,827606,0,3,10,13,Yes,0,0,0,,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,280,0,297,0,577,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,,No,200 - 299,Non-Profit Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,80863,24119,15365,18589,18347,4443,,Urban,ARCADE/ARDEN/TOWN AND COUNTRY VILLAGE,106340913,Yes,0,0,9,9,2,0,Yes
106340947,MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,95819,916-453-4545,Yes,01/01/2012,12/31/2012,Open,01/01/1946,01/01/1946,,NO,9,6,5,6067001500,139i,,02 - Golden Empire,Sacramento,30000062,Parent Facility,-121.45271,38.56955,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,225,82350,12934,48353,17,6222,2680,5895,0,0,0,0,26,9516,375,2538,11128,6,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10980,486,6627,304,111264,16475,72003,0,0,0,0,0,0,0,0,38,13908,1000,,9810,0,0,0,0,0,0,0,0,342,125172,17475,81813,0,0,0,0,0,0,36,2338,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2601,0,7067,0,17456,0,4475,0,1100,0,32699,6471,39170,16,0,966,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,4831,1015010,9711,479697,3,8,7,18,Yes,2344,93,9,,,,0,629,CV SURG,3,0,0,1113,7,1113,7,667,3,0,0,0,0,654,1288,2394,202,3048,1490,3280,12,373,158,231,78,2297,127,11,12,9,78,570,567,206,0,166,5,45,8225,,No,300 - 499,Non-Profit Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,39170,2601,7067,17456,4475,1100,6471,Urban,GREENHAVEN/LAND PARK/MIDTOWN/POCKET/RIVERSIDE/SUTTERVILLE,106340947,Yes,2,2,1,1,1,1,No
106340950,MERCY SAN JUAN HOSPITAL,6501 COYLE AVENUE,CARMICHAEL,95608,916-537-5000,Yes,01/01/2012,12/31/2012,Open,02/03/1967,02/03/1967,Level II,NO,5,6,3,6067008134,139b,,02 - Golden Empire,Sacramento,30000063,Parent Facility,-121.31261,38.66818,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,248,90768,16158,61013,32,11712,2351,6570,8,2928,980,2104,45,16470,847,3259,11338,11,4026,202,212,866,0,0,0,0,0,0,0,0,0,0,26,9516,333,55,8144,0,0,0,0,370,135420,20871,90035,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,370,135420,20871,90035,0,0,0,0,0,0,60,2011,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,4535,11,10823,16,23271,105,13220,6852,3591,6470,55440,13454,68894,31,0,677,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,4786,725626,5911,303833,1,5,10,16,Yes,2312,277,172,,,,0,738,CV SURG,1,0,0,202,0,202,0,113,3,0,0,0,0,501,539,419,282,920,821,865,1,93,41,3,1,276,3,50,2,0,0,0,369,216,0,19,6,378,2323,Yes,No,300 - 499,Non-Profit Corporation,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,,68894,,,,4546,10839,23376,20072,10061,,Urban,CARMICHAEL/FAIR OAKS/GOLD RIVER,106340950,Yes,2,2,1,1,1,1,No
