OSHPD_ID,OSHPD_ID2,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT___17,PSY_CENS_PATIENT_18_64,PSY_CENS_PATIENT__65,PSY_CENS_PATIENT_TOTL1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_MINOR_NO_ADM_VIS,EMS_MINOR_ADM_VIS,EMS_LOWMODERATE_NO_ADM_VIS,EMS_LOWMODERATE_ADM_VIS,EMS_MODERATE_NO_ADM_VIS,EMS_MODERATE_ADM_VIS,EMS_SEVERE_WO_THREAT_NO_ADM_VIS,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_SEVERE_W_THREAT_NO_ADM_VIS,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE__5LBS_8OZ,BIRTHS_LIVE__3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,PACEMKR_PERM_IMPL,PTCA_ANGIOPLASTY_WITH_STENT,PTCA_ANGIOPLASTY_WITHOUT_STENT,ATHERECTOMY_PTCRA_ABLATION,THROMBO_AGT,PTBV_BALLOON,CATH_OTHR,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Standby,EMS_Comp,EMS_GAC_None,EMS_non_GAC,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_Designation,MSSA_Name,F4
106191228,106191228,LAC+USC MEDICAL CENTER,1200 NORTH STATE STREET,LOS ANGELES,90033,323-409-2800,Yes,01/01/2009,12/31/2009,Open,01/01/1953,01/01/1953,Level I & Level II - Ped,YES,46,24,34,6037203300,78.2ffff,Metro,11 - Los Angeles,Los Angeles,60000130,Parent Facility,-118.20977,34.05918,General Acute Care,City and/or County,General Medical / Surgical,343,125195,22591,118218,32,11680,3567,9805,25,9125,3340,6114,130,47450,1568,4630,30099,10,3650,1417,984,9277,0,0,0,0,0,20,7300,304,205,3749,40,14600,476,148,7612,0,0,0,0,600,219000,33263,184874,0,0,0,0,124,45260,1328,21180,0,0,0,0,0,0,0,0,0,0,0,0,0,724,264260,34591,206054,0,0,0,0,0,0,0,315,2386,0,54,0,54,8,45,1,54,7,0,27,0,3,2,0,11,0,4,54,Yes,,,,,Comprehensive,Comprehensive,25075,72,59413,332,12864,2965,2664,5384,1058,14968,101074,23721,124795,103,12565,19033,Yes,433,348,412,417,258,251,472,384,366,438,297,235,4311,Respondent,9216,2102757,3720,551638,0,0,25,25,,1179,161,46,,,,0,462,CV SURG,2,0,3,219,2,219,5,115,2,0,0,0,0,473,450,206,151,679,601,94,344,12,51,0,3,97,601,,No,500+,City and/or County,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,,124795,,,,,25147,59745,15829,8048,16026,,Urban,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,78.2ffff
106191231,106191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,91342,818-364-1555,Yes,01/01/2009,12/31/2009,Open,10/20/1959,10/20/1959,,YES,38,20,27,6037106010,78.2gg,San Fernando Valley,11 - Los Angeles,Los Angeles,60000133,Parent Facility,-118.45255,34.32418,General Acute Care,City and/or County,General Medical / Surgical,170,62050,11603,42169,29,10585,1073,3896,32,11680,395,1161,42,15330,345,1192,4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8760,344,129,5579,0,0,0,0,297,108405,13760,57387,0,0,0,0,80,29200,824,11376,0,0,0,,0,0,0,0,0,0,0,0,0,377,137605,14584,68763,0,0,0,0,0,0,0,553,1336,0,32,0,32,0,32,0,32,4,0,0,0,0,0,0,28,0,0,32,Yes,,,,,Basic,Basic,363,93,11932,3055,23411,5994,369,95,23,6,36098,9243,45341,15,31214,6037,Yes,270,186,195,137,195,164,194,168,198,198,146,175,2226,Respondent,2531,417075,3557,428704,0,0,10,10,Yes,892,91,32,,,,0,313,CATH LAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,300 - 499,City and/or County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,45341,456,14987,29405,464,29,,Urban,ANGELES NATIONAL FOREST WEST/KAGEL CANYON/LAKE VIEW TERRACE/SAN FERNANDO EAST/SYLMAR,78.2gg
106191306,106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,7601 EAST IMPERIAL HIGHWAY,DOWNEY,90242,562-401-8146,Yes,01/01/2009,12/31/2009,Open,09/01/1966,09/01/1966,,NO,50,27,34,6037551600,78.2sss,East,11 - Los Angeles,Los Angeles,60000161,Parent Facility,-118.15795,33.92723,General Acute Care,City and/or County,General Medical / Surgical,221,80665,2398,39078,0,0,0,0,0,0,94,2311,24,8760,72,62,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,54750,1103,22313,395,144175,3667,65317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,144175,3667,65317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,1266,171236,615,60871,0,0,5,5,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,300 - 499,City and/or County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,DOWNEY SOUTHWEST/LYNWOOD NORTH CENTRAL/SOUTH GATE EAST,78.2sss
106191450,106191450,KAISER FND HOSP - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,91367,818-719-2000,Yes,01/01/2009,12/31/2009,Open,04/08/1986,04/08/1986,,NO,41,23,30,6037137102,78.2yy,San Fernando Valley,11 - Los Angeles,Los Angeles,930000358,Parent Facility,-118.58829,34.17198,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,191,69715,8970,37418,24,8760,1510,3791,7,2555,1413,4475,11,4015,162,547,2280,11,4015,161,547,2280,0,0,0,0,0,0,0,0,0,0,18,6570,158,65,1088,0,0,0,0,262,95630,12374,51332,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,262,95630,12374,51332,0,0,0,0,0,0,18,1369,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,207,37,4653,0,21015,899,5194,2905,1361,1953,32430,5794,38224,27,0,397,Yes,72,76,151,127,94,68,104,61,63,92,49,92,1049,Respondent,3480,521984,4975,486625,0,0,10,10,Yes,1493,101,8,,,,0,435,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,38224,244,4653,21914,8099,3314,,Urban,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,78.2yy
106194010,106194010,AMERICAN RECOVERY CENTER,2180 WEST VALLEY BOULEVARD,POMONA,91768,909-865-2336-2245,Yes,01/01/2009,12/31/2009,Open,07/01/1987,07/01/1987,,NO,61,32,38,6037402402,78.2ss,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000412,Parent Facility,-117.791,34.06122,Chemical Dependency Recovery Hospital,Non-Profit Corporation (incl. Church-related),Chemical Dependency (Alcohol/Drug),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18250,1288,8325,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,50,18250,1288,8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Non-Profit Corporation (i,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,POMONA EAST AND SOUTH,78.2ss
106194219,106194219,USC UNIVERSITY HOSPITAL,1500 SAN PABLO STREET,LOS ANGELES,90033,323-442-8500-28656,Yes,01/01/2009,12/31/2009,Open,05/17/1991,05/17/1991,,NO,45,24,34,6037203300,78.2ffff,Metro,11 - Los Angeles,Los Angeles,930000459,Parent Facility,-118.20287,34.06284,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,317,115705,5569,40051,0,0,0,0,0,0,0,0,84,30660,291,1891,11875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,146365,5860,51926,0,0,0,0,10,3650,131,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,411,150015,5991,53490,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,1,5,5,0,0,0,0,0,0,0,0,0,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,5216,1212439,4261,442543,0,6,25,31,Yes,0,0,0,,,,0,0,CV SURG,4,0,0,708,2,708,2,80,2,0,0,0,0,258,61,377,92,635,153,112,129,17,9,0,11,79,357,,No,300 - 499,Non-Profit Corporation (i,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,78.2ffff
106194967,106194967,STAR VIEW ADOLESCENT - P H F,4025 WEST 226 STREET,TORRANCE,90505,310-373-4556-123,Yes,01/01/2009,12/31/2009,Open,11/01/1996,11/01/1996,,NO,53,28,36,6037651221,78.2u,South Bay,11 - Los Angeles,Los Angeles,MH2016029,Parent Facility,-118.35565,33.82363,Psychiatric Health Facility,City and/or County,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,103,4782,0,0,0,,0,0,0,0,0,0,0,0,0,16,5840,103,4782,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,9,0,0,9,0,0,0,0,0,0,0,9,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,City and/or County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,REDONDO BEACH CENTRAL AND SOUTH/TORRANCE WEST CENTRAL,78.2u
106194981,106194981,LA CASA PSYCHIATRIC HEALTH FACILITY,6060 PARAMOUNT BLVD.,LONG BEACH,90805,562-630-8672,Yes,01/01/2009,12/31/2009,Open,11/10/1997,11/10/1997,,NO,55,25,39,6037570100,78.2iii,South Bay,11 - Los Angeles,Los Angeles,MH2016031,Parent Facility,-118.15979,33.86412,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,111,5631,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,111,5631,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16,0,16,0,0,13,0,3,0,0,0,0,0,16,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Investor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,NORTH LONG BEACH,78.2iii
106196035,106196035,KAISER FND HOSP - BALDWIN PARK,1011 BALDWIN PARK BLVD.,BALDWIN PARK,91706,626-851-1011-5099,Yes,01/01/2009,12/31/2009,Open,10/07/1998,10/07/1998,,NO,57,24,38,6037404703,78.2yyy,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000920,Parent Facility,-117.986,34.06348,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,187,68255,12462,37829,50,18250,2979,6440,0,0,0,0,12,4380,251,801,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7300,211,65,2371,0,0,0,0,269,98185,15903,49608,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,269,98185,15903,49608,0,0,0,0,0,0,41,2721,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,3777,116,13116,3,42260,2139,4381,5277,269,1696,63803,9231,73034,40,0,217,Yes,277,194,201,177,98,120,143,144,88,140,149,131,1862,Respondent,3774,571226,7329,569757,0,0,12,12,Yes,2908,175,25,Yes,YES,YES,1783,877,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,73034,3893,13119,44399,9658,1965,,Urban,BASSETT/INDUSTRY WEST/LA PUENTE,78.2yyy
106196168,106196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,2801 ATLANTIC AVENUE,LONG BEACH,90806,562-933-5437,Yes,01/01/2009,12/31/2009,Open,06/30/2000,06/30/2000,,NO,54,27,37,6037572202,78.2lll,South Bay,11 - Los Angeles,Los Angeles,930000949,Parent Facility,-118.1852,33.80801,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,24,8760,1190,4920,59,21535,5547,14645,136,49640,6834,35481,20,7300,341,2300,7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25185,1064,0,23554,0,0,0,0,308,112420,14976,86344,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,308,112420,14976,86344,0,0,0,0,0,0,48,4977,11433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,5310,674429,3493,329732,0,0,15,15,Yes,5539,624,173,Yes,YES,,3544,1995,NEITHER,0,41,4,0,0,41,4,0,0,11,4,48,18,0,0,0,0,59,22,1,0,0,0,0,5,18,24,,No,300 - 499,Non-Profit Corporation (i,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,BIXBY KNOLLS/LONG BEACH CENTRAL,78.2lll
106196403,106196403,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,90242,562-461-9000,Yes,09/15/2009,12/31/2009,Open,08/31/2009,,,NO,50,27,34,6037551100,78.2eee,East,11 - Los Angeles,Los Angeles,930000078,Parent Facility,-118.1290216,33.9171234,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,182,75142,3927,13461,66,19734,1053,2583,17,7899,428,1000,38,10482,93,239,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15223,152,65,2760,0,0,0,0,352,128480,5653,21095,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,352,128480,5653,21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,Basic,154,25,1166,1,18261,296,2858,1678,391,1261,22830,3261,26091,63,0,516,Yes,0,0,0,0,0,0,0,0,57,195,112,92,456,Respondent,1363,185797,2566,266810,0,14,11,25,Yes,1009,81,17,,,,0,315,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,26091,179,1167,18557,4536,1652,,Urban,DOWNEY NORTHEAST,78.2eee
106196404,106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,91335,818-774-3000-3069,Yes,01/01/2009,12/31/2009,Open,10/02/2007,,,NO,40,20,27,6037132500,78.2ii,San Fernando Valley,11 - Los Angeles,Los Angeles,550000621,Parent Facility,-118.55341,34.20014,Acute Psychiatric,Non-Profit Corporation (incl. Church-related),Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3650,37,490,239,87235,281,0,86654,0,0,0,0,0,0,0,0,249,90885,318,87144,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,,Yes,,YES,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,200 - 299,Non-Profit Corporation (i,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,RESEDA SOUTH/VAN NUYS SOUTHWEST,78.2ii
106201281,106201281,MADERA COMMUNITY HOSPITAL,1250 EAST ALMOND AVENUE,MADERA,93637,559-675-5555-5501,Yes,01/01/2009,12/31/2009,Open,09/30/1971,09/30/1971,,NO,29,12,19,6039000502,80,,09 - Central,Madera,40000191,Parent Facility,-120.04561,36.94535,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,73,26645,5530,23353,23,8395,896,940,0,0,20,34,10,3650,118,339,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,38690,6564,25196,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,106,38690,6564,25196,0,0,0,0,0,0,21,1767,3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,155,0,570,103,25146,1065,16628,967,1122,174,43621,2309,45930,16,0,925,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,2279,173960,2354,137182,0,0,6,6,Yes,1767,89,14,,,,0,322,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,45930,155,673,26211,17595,1296,,Rural,MADERA,80
106204019,106204019,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,9300 VALLEY CHILDRENS PLACE,MADERA,93638,559-353-3000,Yes,01/01/2009,12/31/2009,Open,08/31/1998,08/31/1998,,NO,29,14,19,6039001000,80,,09 - Central,Madera,40000160,Parent Facility,-119.80025,36.88416,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,46,16790,0,0,0,0,0,0,134,48910,11783,47525,34,12410,252,1100,8381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,37960,1114,76,23008,20,7300,72,1193,338,123370,13221,80107,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,338,123370,13221,80107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,9418,9,24182,23,10776,18,2121,11,627,5888,47124,5949,53073,34,0,2267,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,4062,470645,5420,270049,0,0,8,8,Yes,0,0,0,,,,0,0,CV SURG,1,131,98,0,0,131,98,0,1,49,90,31,17,0,0,0,0,80,107,0,0,0,0,0,25,82,107,,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,53073,9427,24205,10794,2132,6515,,Rural,MADERA,80
