OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_LE17,PSY_CENS_PATIENT_18_64,PSY_CENS_PATIENT_GE65,PSY_CENS_PATIENT_TOTL_1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL_2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_MINOR_NO_ADM_VIS,EMS_MINOR_ADM_VIS,EMS_LOWMODERATE_NO_ADM_VIS,EMS_LOWMODERATE_ADM_VIS,EMS_MODERATE_NO_ADM_VIS,EMS_MODERATE_ADM_VIS,EMS_SEVERE_WO_THREAT_NO_ADM_VIS,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_SEVERE_W_THREAT_NO_ADM_VIS,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,LONGITUDE,LATITUDE,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_LT5LBS_8OZ,BIRTHS_LIVE_LT3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,PACEMKR_PERM_IMPL,PTCA_ANGIOPLASTY_WITH_STENT,PTCA_ANGIOPLASTY_WITHOUT_STENT,ATHERECTOMY_PTCRA_ABLATION,THROMBO_AGT,PTBV_BALLOON,CATH_OTHR,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Standby,EMS_Comp,EMS_GAC_None,EMS_non_GAC,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_DESIGNATION,MSSA_NAME,F4
106334001,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,36485 INLAND VALLEY,WILDOMAR,92595,951-677-1111,Yes,01/01/2008,12/31/2008,Open,01/14/1987,01/14/1987,Level III,NO,66,36,49,6065043207, 131a,, 12 - Inland Counties, Riverside,250000262,Consolidated Facility,General Acute Care,Investor - Corporation,General Medical / Surgical,104,38064,7968,28593,10,3660,1530,3032,0,0,0,0,8,2928,286,929,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,44652,9784,35010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,44652,9784,35010,0,0,0,0,0,0,12,1502,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,888,2,1264,1,9427,12,17504,82,2469,5926,31552,6033,37585,19,888,1489,Yes,7,3,0,0,0,26,45,0,5,0,1,3,90,-117.23699,33.59124,Respondent,3196,444120,1700,182760,0,0,5,5,Yes,1479,42,6,,,,0,423,NEITHER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,13,0,41,38,0,0,0,0,0,3,41,Yes,No,100 - 149,Investor,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,,,37585,,,890,1265,9439,17586,8395,10,Urban,LAKE ELSINORE/MURRIETA WEST/SEDCO HILLS/WILDOMAR,
106334018,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,92585,951-652-2811-7262,Yes,01/01/2008,12/31/2008,Open,06/05/1989,06/05/1989,,NO,65,37,45,6065042722,133.1,, 12 - Inland Counties, Riverside,250000338,Parent Facility,General Acute Care,District,General Medical / Surgical,74,27084,3678,15460,0,0,0,0,0,0,0,0,6,2196,213,222,1698,4,1464,218,234,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,30744,4109,18457,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,84,30744,4109,18457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2402,20,3540,20,3700,255,3326,2312,1322,1092,14290,3699,17989,12,0,960,,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.15691,33.72146,Respondent,783,75168,1195,80639,0,0,3,3,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,District,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,17989,2422,3560,3955,5638,2414,,Urban,CANYON LAKE/PERRIS/QUAIL VALLEY/ROMOLAND/SUN CITY/WINCHESTER,
106334025,KAISER FND HOSP - RIVERSIDE,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,951-353-4600,Yes,01/01/2008,12/31/2008,Open,09/11/1989,09/11/1989,,NO,66,31,44,6065041408, 135d,, 12 - Inland Counties, Riverside,250000327,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,133,48678,11886,39909,28,10248,3564,7553,17,6222,600,1271,11,4026,220,628,3142,11,4026,220,627,3142,0,0,0,0,0,0,0,0,0,0,15,5490,479,315,4261,0,0,0,0,215,78690,16969,59278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,78690,16969,59278,0,0,0,0,0,0,0,2958,4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,996,5,13977,528,14264,5833,1202,1134,35,35,30474,7535,38009,42,2421,523,Yes,19,14,0,0,0,0,0,0,0,0,0,0,33,-117.47082,33.9063,Respondent,3798,547253,6983,558972,0,0,7,7,,3797,199,19,,,,0,1265,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,38009,1001,14505,20097,2336,70,,Urban,ARLINGTON/CORONA EAST/HOME GARDENS/LA SIERRA/RIVERSIDE SOUTHWEST,
106334048,KAISER FND HOSPITAL - MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,92555,951-243-2262,Yes,01/01/2008,12/31/2008,Open,10/03/1990,10/03/1990,,NO,65,37,45,6065042605,134,, 12 - Inland Counties, Riverside,550000810,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,43,19856,3936,11581,18,5310,1574,3186,0,0,0,0,5,1475,196,239,1319,5,1475,195,198,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,28116,5901,16791,0,0,0,0,30,8850,1409,7337,0,0,0,,0,0,0,0,0,0,0,0,0,101,36966,7310,24128,0,0,0,0,0,0,12,1848,2953,0,14,0,14,0,14,0,14,2,6,5,0,0,0,0,0,1,0,14,,,,,,Basic,Basic,5380,10,3418,29,4907,126,8660,152,647,3213,23012,3530,26542,12,0,64,,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.18094,33.89519,Respondent,1091,68384,1321,72065,0,0,3,3,,1848,68,20,,,,0,448,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,26542,5390,3447,5033,8812,3860,,Rural,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,
106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,951-696-6000-6102,Yes,01/01/2008,12/31/2008,Open,02/19/1992,02/19/1992,,NO,66,36,45,6065043206, 131a,, 12 - Inland Counties, Riverside,250000262,Parent Facility,General Acute Care,Investor - Corporation,General Medical / Surgical,79,28914,5362,20663,10,3660,2222,4421,0,0,0,0,7,2562,188,541,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,35136,7772,27407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,35136,7772,27407,0,0,0,0,0,0,5,2144,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1137,1,1418,1,9241,14,17844,75,2767,5677,32407,5768,38175,8,1137,1223,Yes,27,0,0,0,0,0,0,0,0,0,0,33,60,-117.18488,33.55788,Respondent,2071,290880,1230,167160,0,0,3,3,Yes,2152,58,8,,,,0,619,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,5,93,19,66,24,159,144,0,0,0,0,0,15,159,,No,50 - 99,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,38175,1138,1419,9255,17919,8444,,Urban,LAKE ELSINORE/MURRIETA WEST/SEDCO HILLS/WILDOMAR,
106334457,OASIS PSYCHIATRIC HEALTH FACILITY,47-915 OASIS STREET,INDIO,92201,760-863-8600-8605,Yes,01/01/2008,12/31/2008,Open,11/07/1995,11/07/1995,,NO,80,40,45,6065045501,128,, 12 - Inland Counties, Riverside, MH2016025,Parent Facility,Psychiatric Health Facility,Investor - Limited Liability Company,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5856,751,4467,0,0,0,,0,0,0,0,0,0,0,0,0,16,5856,751,4467,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,5,0,0,0,0,0,5,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-116.22108,33.70085,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Investor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Rural,ARABIA/COACHELLA/DESERT BEACH/FLOWING WELLS/INDIO SOUTH/LA QUINTA EAST/MECCA/OASIS/THERMAL,
106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,92555,909-486-4847,Yes,01/01/2008,12/31/2008,Open,04/01/1998,04/01/1998,Level II,NO,65,37,45,6065042605,134,, 12 - Inland Counties, Riverside,250000195,Parent Facility,General Acute Care,City and/or County,General Medical / Surgical,225,82350,11449,49826,40,14640,2679,7668,21,7686,1623,4281,44,16104,628,1712,10724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11712,459,2059,7574,0,0,0,0,362,132492,16838,80073,0,0,0,0,77,28182,3986,24275,0,0,0,,0,0,0,0,0,0,0,0,0,439,160674,20824,104348,0,0,0,0,0,0,38,2124,4877,0,72,0,72,3,67,2,72,17,0,0,0,19,10,0,26,0,0,72,Yes,,,,,Basic,Basic,13640,50,24723,199,24530,1909,0,3971,0,4165,62893,10297,73190,39,0,1255,Yes,11,14,0,0,0,0,0,0,0,0,0,0,25,-117.19525,33.91187,Respondent,5264,699417,4233,414291,0,0,10,10,Yes,2501,154,37,,,,0,618,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,300 - 499,City and/or County,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,,,73190,,,,13690,24922,26439,3971,4165,3,Rural,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,
106340913,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,2025 MORSE AVENUE,SACRAMENTO,95825,916-973-6045,Yes,01/01/2008,12/31/2008,Open,05/11/1961,05/11/1961,,NO,5,6,5,6067005601, 139d,, 02 - Golden Empire, Sacramento,30000052,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,190,69540,12387,49724,42,15372,4376,10133,22,8052,1351,4269,25,9150,533,1536,8086,9,3294,142,566,2877,0,0,0,0,0,0,0,0,0,0,45,16470,648,75,9579,0,0,0,0,333,121878,19437,84668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,121878,19437,84668,0,0,0,0,0,0,16,3512,6297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,7602,1083,8343,9,10323,263,13135,1753,3393,4900,42796,8008,50804,36,0,27544,Yes,18,31,11,18,7,6,3,2,5,5,0,1,107,-121.39232,38.60197,Respondent,5800,968066,11488,780584,0,4,10,14,Yes,4086,368,71,,,,0,1243,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,380,0,746,0,1126,0,0,0,0,0,0,0,0,0,Yes,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,50804,8685,8352,10586,14888,8293,,Urban,ARCADE/ARDEN/TOWN AND COUNTRY VILLAGE,
106340947,MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,95819,916-453-4545,Yes,01/01/2008,12/31/2008,Open,01/01/1946,01/01/1946,,NO,9,6,5,6067001500, 139i,, 02 - Golden Empire, Sacramento,30000062,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,225,82350,16495,65923,17,6222,2789,6143,0,0,0,0,26,9516,0,0,0,6,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10980,372,5773,304,111264,19656,77839,0,0,0,0,0,0,0,0,38,13908,626,,8852,0,0,0,0,0,0,0,0,342,125172,20282,86691,0,0,0,0,0,0,36,2622,5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,641,0,4569,2,14744,35,7664,3054,3959,2680,31577,5771,37348,16,0,1440,Yes,1,12,7,2,1,2,6,2,6,2,5,5,51,-121.45271,38.56955,Respondent,5970,734890,9750,504337,0,8,7,15,Yes,2806,111,11,,,,0,901,CV SURG,3,0,0,1084,0,1084,0,869,3,0,0,0,0,1227,1824,587,0,1814,1824,0,1594,160,60,0,4,10,1828,Yes,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,37348,641,4571,14779,10718,6639,,Urban,GREENHAVEN/LAND PARK/MIDTOWN/POCKET/RIVERSIDE/SUTTERVILLE,
106340950,MERCY SAN JUAN HOSPITAL,6501 COYLE AVENUE,CARMICHAEL,95608,916-537-5000,Yes,01/01/2008,12/31/2008,Open,02/03/1967,02/03/1967,Level II,NO,5,6,3,6067008134, 139b,, 02 - Golden Empire, Sacramento,30000063,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,158,57828,13123,48038,32,11712,3135,8142,8,2928,1011,2090,25,9150,249,1844,7540,11,4026,124,855,3349,0,0,0,0,0,0,0,0,0,0,26,9516,325,87,7814,0,0,0,0,260,95160,17967,76973,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,260,95160,17967,76973,0,0,0,0,0,0,60,2791,5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2292,0,17558,0,27195,9572,3516,1320,459,100,51020,10992,62012,31,0,3892,Yes,32,62,50,28,17,22,14,9,18,13,5,12,282,-121.31261,38.66818,Respondent,4365,538100,5950,361716,1,5,10,16,Yes,3110,275,82,,,,0,742,CV SURG,1,0,0,173,0,173,0,170,2,0,0,0,0,486,255,500,262,986,517,269,271,5,3,3,0,0,551,Yes,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,,,62012,,,,2292,17558,36767,4836,559,,Urban,CARMICHAEL/FAIR OAKS/GOLD RIVER,
106340951,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,95823,916-423-6103,Yes,01/01/2008,12/31/2008,Open,10/24/1973,10/24/1973,,NO,9,6,5,6067009606, 139h,, 02 - Golden Empire, Sacramento,30000064,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,100,36600,5110,17942,22,8052,1211,2741,8,2928,538,2638,10,3660,281,789,4178,10,3660,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4392,120,0,1500,0,0,0,0,162,59292,7260,28999,0,0,0,0,0,0,0,0,171,62586,684,0,56188,0,0,0,0,0,0,0,0,333,121878,7944,85187,0,0,0,0,0,0,22,987,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,922,0,9767,0,19515,0,6473,0,835,0,37512,5078,42590,15,6546,1037,Yes,46,92,60,27,28,23,18,27,25,18,21,7,392,-121.41744,38.46416,Respondent,2024,184517,960,66480,0,0,4,4,Yes,1224,48,2,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,42590,922,9767,19515,6473,835,5078,Urban,ELK GROVE/LAGUNA/LAGUNA WEST/LAKESIDE,
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,916-734-9512,Yes,01/01/2008,12/31/2008,Open,08/26/1953,08/26/1953,Level I & Level I - Ped,YES,9,6,5,6067001700, 139f,, 02 - Golden Empire, Sacramento,30000086,Parent Facility,General Acute Care,University of California,General Medical / Surgical,391,139578,21003,107084,32,11712,3233,8596,40,14640,3050,11508,66,24156,1228,3346,24040,8,2928,143,514,2802,0,0,0,0,0,8,2928,107,163,2887,49,17934,538,29,10901,19,6954,247,4212,613,220830,29549,172030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,220830,29549,172030,0,0,0,0,0,0,10,2012,4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Comprehensive,Comprehensive,3681,23,11023,143,11231,1775,5217,2155,9548,10330,40700,14426,55126,42,10733,7776,,0,0,0,0,0,0,0,0,0,0,0,0,0,-121.45738,38.55438,Respondent,10956,2336100,9661,958305,0,5,24,29,Yes,2498,186,48,,,,0,669,CV SURG,2,66,53,283,1,349,54,195,4,95,15,0,0,725,946,458,29,1278,990,241,515,31,61,0,8,210,1066,Yes,No,500+,University of California,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,,55126,,,,,3704,11166,13006,7372,19878,,Urban,FLORIN/FRUITRIDGE/OAK PARK/PARKWAY/SOUTH SACRAMENTO,
106341051,SUTTER GENERAL HOSPITAL,2801 L STREET,SACRAMENTO,95816,916-733-8999,Yes,01/01/2008,12/31/2008,Open,06/19/1987,06/19/1987,,NO,9,6,5,6067001400, 139i,, 02 - Golden Empire, Sacramento,30000102,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,282,103212,11844,47696,0,0,0,0,0,0,0,0,24,8784,388,2021,6908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,111996,12232,54604,0,0,0,0,0,0,0,0,100,36600,599,77,32936,0,0,0,0,0,0,0,0,406,148596,12831,87540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,11896,19,14296,305,9462,1874,2722,2550,744,1425,39120,6173,45293,28,0,1502,Yes,39,56,39,31,38,46,42,33,40,31,26,28,449,-121.47008,38.57176,Respondent,5356,803601,4076,325061,0,0,12,12,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,45293,11915,14601,11336,5272,2169,,Urban,GREENHAVEN/LAND PARK/MIDTOWN/POCKET/RIVERSIDE/SUTTERVILLE,
106341052,SUTTER MEMORIAL HOSPITAL,5151 F STREET,SACRAMENTO,95819,916-733-8999,Yes,01/01/2008,12/31/2008,Open,01/01/1946,01/01/1946,,NO,9,6,5,6067000200, 139g,, 02 - Golden Empire, Sacramento,30000102,Consolidated Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,126,46116,6231,23204,66,24156,6182,17584,61,22326,4119,15606,24,8784,137,1157,3569,16,5856,424,1034,4248,0,0,0,0,0,0,0,0,0,0,55,20130,973,324,18444,0,0,0,0,348,127368,18066,82655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,127368,18066,82655,0,0,0,0,0,0,44,4952,10480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,4632,15,10349,184,5867,803,1756,1529,408,1146,23012,3677,26689,9,9622,1663,Yes,41,73,22,27,27,19,18,21,39,19,15,16,337,-121.43948,38.57071,Respondent,4064,610734,2637,198613,0,0,9,9,Yes,5622,536,116,,,,0,1929,CV SURG,3,31,11,710,64,741,75,454,4,24,5,18,5,1478,1070,1030,300,2550,1380,421,699,56,3,0,5,1098,2282,Yes,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,26689,4647,10533,6670,3285,1554,,Urban,EAST SACRAMENTO/LA RIVIERA/MATHER/RANCHO CORDOVA/ROSEMONT,
