fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,rpt_prep,owner,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,day_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,ct_scans,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,cur_liab,def_cred,net_ltdebt,equity,liab_eq,cash,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_emp,hosp_fte,nurs_emp,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,ii,year
106240924,memorial hospital los banos,1/1/2003,12/31/2003,365,audited,excl. ind. audit,merced,06,0517,non-profit,general,comparable,small/rural,(209)826-9591,"520 west ""i"" street",los banos,93635,paul dyer,ceo,karen updegraff,memorial hospitals association,0,05-0528,hsc00528f,zzr00528f,48,48,48,5152,0,1725,15,0,1473,0,157,180,8702,711,0,743,8,0,545,0,29,53,2089,48,0,0,0,0,0,8702,0,0,0,0,0,2089,0,0,0,0,0,49.7,49.7,4.2,4.2,8,1245,656,6623,0,16213,587,0,13018,0,1124,3593,41158,15134,12376,0,14317,0,2,31895,29455,468,508,2252,102074483,72862523,0,29211960,80885,25737022,3555823,815184,36562,0,0,4334445,14599272,13562329,73912882,29860545,0,11452213,107084,0,10000822,0,1262945,836199,53519808,10328269,0,15099198,641890,0,17876138,0,923486,3685694,48554675,33937331,0,20273145,683097,0,0,12686739,0,2720831,0,2513037,0,48343,0,0,0,0,6251483,0,6278266,65877,0,14662380,0,50283,1903671,0,-4340633,0,533923,0,0,5453333,3426281,6957713,0,0,0,0,3674480,1000797,4048408,1176010,9287035,4315702,1067781,2459953,3460879,2285398,866988,138107,330584,80167,1444428,6824857,21708604,4478686,2939591,0,0,35951738,3217512,0,22364008,10370218,35951738,41028,3830852,8674188,12814157,8335471,0,0,22364008,22364008,0,1027285,0,248,215,129,437435,47942,485377,21,0,48784,72810,69071,21284,30476,93487,54307,8478,38313,425,129184,71161,87843,0,70298,22342,56607,0,140716,77135,98870,0,77870,25443,65343,0,,2003
106500939,memorial hospital modesto,1/1/2003,12/31/2003,365,audited,incl. ind. audit,stanislaus,06,0511,non-profit,general,comparable,,(209)526-4500,1700 coffee road,modesto,95355,david benn,ceo,cheryl haygood,memorial hospitals association,0,05-0557,hsc00557f,zzr00557f,311,308,253,27486,20127,10452,2023,172,20966,8683,819,1866,92594,3770,3368,1572,460,35,5610,2315,144,289,17563,311,0,0,0,0,0,92594,0,0,0,0,0,17563,0,0,0,0,0,81.59999999999999,82.40000000000001,5.3,5.3,31,4442,2287,31173,22721,12913,7318,618,37883,21442,3169,9360,146597,65148,0,48841,34085,2488,16,777018,513752,8393,7844,16199,1478321414,1204158924,78616256,352778746,3471481,281191060,75059167,6663094,973251,0,0,80749010,284069424,61054614,1133197376,316934791,262076329,110703168,22635785,3016224,259594488,115350650,10345572,17884239,1118541246,56933220,55696114,27334853,13354539,1667767,132714750,54667125,4407275,13004525,359780168,322262710,314216582,124448655,29262601,0,4548841,203785150,168737798,19301399,0,16633845,0,961343,50461896,0,0,28154360,51605301,54017757,13589366,6727723,135150,187089683,29434337,112778,10066651,0,-50217169,0,3472806,0,0,57658718,28037890,80342758,28682702,3509002,0,0,35112883,8377808,22954774,16514525,93894130,38647139,3829995,14521278,50867021,45472298,13113849,1824177,2079234,2247435,14694504,70340286,63900865,92212714,23786998,6079520,1915723,258236106,48650832,0,74812922,134772352,258236106,11350264,89852063,130884753,228275506,136062792,0,0,75555106,75922922,1110000,447997,382749,2608,2212,1142,4231787,584148,4815935,777,0,278334,825166,1121447,33022,434655,913558,408496,1920,214090,1099,1376711,539367,836614,0,764238,290833,397229,26795,1552749,615832,959074,0,874499,334365,449247,30169,,2003
106190521,memorial hospital of gardena,7/1/2002,6/30/2003,365,audited,excl. ind. audit,los angeles,11,0929,investor,general,comparable,,(310)532-4200,1145 west redondo beach blvd.,gardena,90247-3528,steve popkin,ceo,catherine matsuda,healthplus+ corporation,0,05-0468,hsc30468i,,172,172,107,10588,996,20308,2352,0,823,630,0,840,36537,1580,128,1648,565,0,193,112,0,165,4391,103,0,0,0,69,0,19267,0,0,0,17270,0,4156,0,0,0,235,0,58.2,58.2,8.300000000000001,4.6,18,1847,831,2718,899,8750,8831,0,1716,3152,1,6003,32070,26367,20207,0,8017,1228,5,99741,74412,1007,733,5139,145954713,102939597,4234627,47249743,144507,48870968,-1476718,1170765,801448,0,0,-1107401,26625229,12991294,106338190,36455541,3418836,54076059,8395186,0,3336558,3260138,0,4187744,113130062,6462479,778397,6924815,8689142,0,2059857,3035980,118,4873863,32824651,24047214,2350052,50126384,14038052,-3233449,0,4212900,4883098,6194721,0,251716,0,68909,0,4234627,0,0,18870806,1847181,13856341,7280903,0,1183515,1413020,0,2797977,0,0,0,730105,0,0,12641042,2836924,14748144,1982763,0,0,0,4301362,2483537,6672346,3204850,17902744,4069258,485108,3583431,5409627,11084218,1568954,675369,-58807,2015778,2135288,17970672,0,11254399,583487,0,11250,29819808,16918847,0,13917347,-1016386,29819808,159351,8288484,4412619,15461878,4207479,0,859473,0,14372662,455315,4265627,0,532,457,238,934546,94861,1029407,162,0,83833,144123,231141,82789,88984,161089,62912,0,56093,23582,378481,72713,197968,0,115703,86379,83302,0,414254,80963,221466,0,126261,93720,92743,0,,2003
106231013,mendocino coast district hospital,7/1/2002,6/30/2003,365,audited,incl. ind. audit,mendocino,01,0111,district,general,comparable,small/rural,(707)961-1234,700 river drive,fort bragg,95437-5403,bryan ballard,ceo,julie vichi,mendocino  coast district hospital,0,05-0569,,zzr00569f,52,52,52,6391,0,1277,0,273,1168,0,0,309,9418,1051,0,361,0,68,380,0,0,90,1950,37,0,0,0,15,0,6678,0,0,0,2740,0,1747,0,0,0,203,0,49.6,49.6,4.8,3.8,9,436,225,26590,0,10168,0,2053,20455,0,0,5815,65081,11106,10673,8732,33650,0,2,77853,138020,481,1909,2518,54377929,26788503,0,27589426,176269,28961772,-1196077,796092,0,0,0,-399985,6910619,8754580,38712730,14807276,0,3848261,0,909687,4027849,0,0,1040883,24633956,12881589,0,4218729,0,1161708,10142560,0,0,1339387,29743973,14488150,0,5269229,0,0,1928916,4299035,0,766865,0,31212,-11663,16759,0,0,0,0,13200715,0,2797761,0,142479,9854615,0,0,1593856,0,0,1620,108288,648316,0,4136257,4742768,10788436,0,0,0,0,3640594,1595117,2898559,1160041,9015416,4778278,2288217,3413269,4643695,1704565,1029823,330560,237226,270213,1250510,12598260,5567810,6273900,856449,24375,226536,25547330,6318197,0,9100777,10128356,25547330,474983,9145186,10492322,20174993,13901093,0,217611,9044126,9261737,160960,0,0,283,224,125,443426,57028,500454,72,0,77138,61236,99259,11295,28361,86916,34771,9068,21474,13908,100046,88292,89825,0,77804,47852,39607,0,109931,100077,101666,0,89820,54280,44680,0,,2003
106334018,menifee valley medical center,7/1/2002,6/30/2003,365,audited,incl. ind. audit,riverside,12,1109,district,general,comparable,,(909)679-8888,28400 mc call blvd.,sun city,92585-9658,susan ballard,ceo,antonio saldana,valley health system,0,05-0684,hsc30684f,,84,84,84,10227,7593,684,60,40,665,1487,0,412,21168,1963,2142,174,29,20,206,448,0,80,5062,84,0,0,0,0,0,21168,0,0,0,0,0,5062,0,0,0,0,0,69,69,4.2,4.2,0,0,0,7346,2928,1794,668,125,10632,3788,0,2495,29776,15912,0,0,16613,0,3,68310,64380,753,997,6572,134325994,102191056,0,32134938,155578,33186728,-896212,324316,0,0,0,-571896,36148288,16144221,82033485,49037873,38231402,3048642,249055,188977,3858388,7693180,0,1995336,104302853,7275125,6394499,1928201,499515,117609,2939832,8690917,0,2177443,30023141,43336759,33260584,4103050,637530,0,233703,4349263,12238627,3935890,95650,0,0,0,0,0,0,0,12880589,11365317,873793,111040,72883,2448957,4145470,0,236889,0,1054826,0,141316,0,0,7937799,1673809,10650165,0,0,0,0,5245615,1009554,3758796,2910990,11709933,3694722,42167,842457,6123144,5958247,1727585,317430,135099,1483785,1152159,9999869,5190728,18017566,586837,0,716977,34511977,5509166,0,20479992,8522819,34511977,896386,31741398,12597741,47986414,29968848,0,421791,20507623,20929414,449422,0,92634,377,284,148,558086,48646,606732,92,0,23555,122209,171161,6522,89646,71863,57645,0,12743,2742,252498,47590,111631,0,88992,22151,35224,0,271226,52172,122899,0,97281,23927,39227,0,,2003
106414018,menlo park surgical hospital,1/1/2003,12/31/2003,365,audited,incl. ind. audit,san mateo,04,0428,investor,general,comparable,,(650)324-8500,570 willow road,menlo park,94025-2617,alex wilcox,ceo,william a. fretwell,kindred healthcare inc.,0,05-0707,,hsp30707f,16,16,2,37,22,0,0,0,26,211,0,330,626,20,14,0,0,0,17,94,0,206,351,16,0,0,0,0,0,626,0,0,0,0,0,351,0,0,0,0,0,10.7,10.7,1.8,1.8,0,0,0,149,68,0,0,0,347,814,0,40,1418,0,0,0,0,0,2,24769,82372,201,1418,0,14742398,9197461,0,5544937,3163,7141074,-1592974,2163,0,0,0,-1590811,440950,0,14301448,295901,134375,0,0,0,239716,1170370,0,311656,2152018,974945,473020,0,0,0,4004402,6874009,0,264004,12590380,550696,447617,0,0,0,0,1625990,6331527,122611,0,0,0,119020,0,0,0,0,716472,159165,0,0,0,2521265,1706721,0,441314,0,0,0,2163,0,0,1169390,0,2703756,0,0,0,0,775145,333280,1264850,894653,2498060,629791,37145,182283,1668472,305990,179587,918549,12950,0,708247,5465406,0,609249,0,0,0,6074655,634344,0,0,5440311,6074655,49908,36662,1990911,2211363,1602114,0,0,0,0,0,4251049,0,63,49,34,96749,7588,104337,128,0,26873,10741,35921,0,2102,15550,2485,0,2309,768,33325,0,24357,0,15758,11066,12243,0,35206,0,26377,0,17134,12302,13318,0,,2003
106340947,mercy general hospital,7/1/2002,6/30/2003,365,audited,incl. ind. audit,sacramento,02,0311,non-profit,general,comparable,,(916)453-4545,4001 j street,sacramento,95819,denny powell,president,stephen shahbazian,catholic healthcare west,0,05-0017,hsc00017g,zzr00017g,399,391,391,25061,8205,7460,4089,621,273,30407,0,94,76210,4825,1423,2092,1331,87,55,6807,0,30,16650,274,0,0,30,95,0,62429,0,0,4455,9326,0,15690,0,0,318,642,0,52.3,53.4,4.6,4.2,16,5790,2602,25459,6947,10969,9587,1065,1678,34092,0,6819,96616,30188,10417,0,49250,10320,15,545558,585937,4192,11698,0,1003823322,796172841,37605814,245256295,9204971,244306658,10154608,2301884,1405515,0,0,11050977,180476681,28705360,794641281,225748703,60284427,63629182,30144678,7714528,2977311,399130938,0,861164,790490931,49416052,14043059,15964247,13078162,2364726,1069272,105546509,0,11850364,213332391,217455507,72469299,59137852,31877987,0,6740906,1371283,378130753,4156135,0,5816396,0,19016723,4888755,0,0,32717059,52852401,5434547,19013738,10567637,3257615,2650455,150311208,0,1168694,0,968727,68336,0,0,0,50814299,6955743,105256077,10386533,0,0,463375,29848908,3478945,31861069,5241709,59585897,37175365,1555306,20249689,62419222,49339277,5786815,1706422,1331063,1576184,3581418,95406258,0,26380851,7342891,399000,0,129529000,28070486,0,19232514,82226000,129529000,7000,84574691,61480008,151611851,125231000,0,0,0,21900514,2668000,51752000,0,1446,1338,633,2774279,366887,3141166,474,17,158232,583147,651161,58435,186450,305902,188336,284035,110300,248281,916121,74737,951491,879,512385,75361,231581,11724,1038961,85908,1079912,917,577719,84327,260668,12754,,2003
106150761,mercy hospital - bakersfield,7/1/2002,6/30/2003,365,audited,excl. ind. audit,kern,09,0617,non-profit,general,comparable,,(661)632-6523,2215 truxtun ave,bakersfield,93301,tim moran,president,catherine matsuda,catholic healthcare west,0,05-0295,,zzt30295f,261,261,261,29972,9420,2196,1723,0,1000,19263,136,807,64517,5116,1569,379,346,0,211,4054,31,153,11859,211,0,0,0,50,0,50311,0,0,0,14206,0,11119,0,0,0,740,0,67.7,67.7,5.4,4.5,0,0,0,27918,7599,3763,10184,0,4488,54220,156,5135,113463,27778,57656,14814,22381,0,11,330364,145909,2316,3596,8693,379850064,276418904,0,103431160,958925,116280655,-11890570,3477091,1402436,0,0,-9815915,90299863,38006288,251543913,104782035,36727758,8754366,8241025,0,5280946,114176916,1252824,4557357,283773227,18116219,6864536,4126911,6925768,0,3666913,46523447,215505,9637538,96076837,92693774,33300398,9789624,11492958,0,0,1789572,121860396,4632731,0,937396,-77945,0,0,0,0,0,30204480,10291896,3091653,3673835,0,7158287,38839967,608878,9562164,0,0,49448,-343700,0,0,31327477,9263382,35057424,0,0,0,0,19248203,3480788,13752309,4151072,38794300,15047338,300023,16594669,18343153,12921448,5734525,662551,861679,1573436,5447533,27110903,1608164,55071785,3826716,1088823,0,88706391,65521546,0,22785254,399591,88706391,0,90984472,103207450,206917660,151845875,0,0,0,24637598,1852344,3960187,3749641,1118,974,804,2125199,133064,2258263,281,0,138244,570198,507869,91441,173241,248226,162619,0,160760,72601,760772,208643,502382,0,332707,97319,223376,0,801997,222255,534831,0,354903,107733,236544,0,,2003
106344029,mercy hospital - folsom,7/1/2002,6/30/2003,365,audited,excl. ind. audit,sacramento,02,0309,non-profit,general,comparable,,(916)983-7400,1650 creekside drive,folsom,95630,donald hudson,president,stephen shahbazian,catholic healthcare west,0,05-0414,hsc00414h,zzr00414h,85,85,85,4126,560,656,112,24,63,5912,0,58,11511,1010,163,158,52,24,32,2420,0,14,3873,85,0,0,0,0,0,11511,0,0,0,0,0,3873,0,0,0,0,0,37.1,37.1,3,3,0,0,0,4318,703,3687,1710,90,523,25296,0,1484,37811,21619,0,0,16297,0,3,137660,120585,1405,1875,0,150471678,105849801,4754890,49376767,1655733,45262464,5770036,211694,789111,0,0,5192619,33031586,15904658,101535434,29241750,3838424,5283340,901915,231256,576684,45562551,0,378617,86014537,11429292,1648374,3951212,1777122,129473,863279,42848999,0,1809390,64457141,32518264,5479264,5304520,2571671,0,239885,1056802,53489768,2322806,0,1554920,0,1311901,0,0,0,4754890,7496125,6928,3613493,98719,111112,352819,36863425,0,834146,0,0,74551,122700,0,0,8928929,3077319,15328108,0,0,0,0,4636327,771705,10643284,1876792,15702735,9487749,1199880,1504005,5789349,6791211,1772699,268677,0,958137,1788022,28806000,0,17472550,1704450,524000,0,48507000,5710000,2264000,12960000,27573000,48507000,314000,22826107,14013000,43039550,25567000,0,0,0,13773000,813000,20568000,13756000,0,311,165,596634,82476,679110,126,0,66245,119922,151211,15643,31845,86040,49648,42911,8017,25152,176984,45732,158139,0,105716,29184,73663,7216,203090,50807,177143,0,120578,34999,84234,8259,,2003
106470871,mercy hospital of mt. shasta,7/1/2002,6/30/2003,365,audited,incl. ind. audit,siskiyou,01,0205,non-profit,general,comparable,small/rural,(530)225-6374,914 pine street,mt. shasta,96067,chuck gersdorf,ceo,kathleen frey,catholic healthcare west,3,05-0419,,hsp30419i,80,80,80,4577,0,13067,0,130,2798,0,90,268,20930,927,0,359,0,45,460,0,10,34,1835,33,0,0,0,47,0,4855,0,0,0,16075,0,1678,0,0,0,157,0,71.7,71.7,11.4,2.9,4,205,143,16202,0,5804,0,1652,14163,5,426,1873,40125,7764,0,0,29913,0,4,101114,153416,619,2969,3490,77200853,45139339,0,32061514,412007,31631470,842051,38346,61796,0,0,818601,13525477,7375644,56299732,19472888,0,9092757,0,1126555,12994006,0,346373,1022486,44055065,13425772,0,4944443,0,1474075,11392370,4114,321861,1583153,33145788,25441043,0,5373586,0,0,2035523,8773878,549,1163664,0,1919854,0,431242,0,0,0,0,7457617,0,7411994,0,565107,15612498,3565,0,1010733,0,-248327,0,38346,0,0,6858970,1928881,10272116,0,0,0,0,4479327,1217125,5279875,1595176,11938018,7178062,785639,278383,4446138,2753293,2001829,440601,186837,427341,1195329,10836188,2285793,10310848,849472,257901,0,24540202,3371774,0,6025032,15143396,24540202,250,11085570,10719979,24418368,14107520,0,0,6245028,6245028,219996,3352418,0,338,295,147,536674,77124,613798,32,0,47932,74621,108224,24116,77516,104720,57638,41309,598,0,188946,27108,111486,0,97814,32742,78578,0,214530,31292,127558,0,111775,38478,90165,0,,2003
106240942,mercy med ctr merced-community campus,7/1/2002,6/30/2003,365,audited,incl. ind. audit,merced,06,0515,non-profit,general,comparable,,(209)385-7000,301 east 13th street,merced,95340-6211,john headding,ceo,judy bain,dominican sisters of st. catherine of sienna of kenosha wisconsin,0,05-0444,hsc30444f,,174,174,88,13998,0,9508,0,1320,4475,0,261,334,29896,1933,0,2792,0,351,1508,0,68,87,6739,160,0,0,0,14,0,26231,0,0,0,3665,0,6618,0,0,0,121,0,47.1,47.1,4.4,4,15,3915,2268,20605,0,77477,0,26387,15080,0,2906,9349,151804,31592,44415,0,77448,0,3,115260,56347,2084,1587,5391,260941941,199585774,0,61356167,510372,61693687,172852,128124,3105,0,0,297871,43910751,25547044,191484146,78536586,0,54304260,0,8566612,31454514,0,1695345,2394244,176951561,19009593,0,25693483,0,7917259,24561089,0,872439,5936517,83990380,74830325,0,64594930,0,-1124432,14380545,36492489,0,7416858,0,2795280,0,199779,0,0,0,0,22715854,0,16299749,0,2103326,19523114,0,0,714124,0,-466949,0,10024,0,0,13881571,6024584,19226453,0,0,0,2306229,9314524,1043241,6510895,3386190,24417872,8136205,2993907,3488458,10350737,4465436,2353344,907771,1057149,1599235,1923573,18004667,15366339,12730514,589329,0,11017613,57708462,41732156,0,19700000,-3723694,57708462,1390847,7771019,8208740,16246940,3516426,0,0,0,36140000,16440000,0,41664867,640,544,290,1069392,110628,1180020,152,19,51652,182242,275285,47150,97138,177272,119735,71122,47265,531,319259,133737,235415,43579,202116,50018,85268,0,347363,148466,263611,43993,225818,54938,95831,0,,2003
106240948,mercy med ctr merced-dominican campus,7/1/2002,6/30/2003,365,audited,incl. ind. audit,merced,06,0515,non-profit,general,comparable,,(209)384-6795,2740 m street,merced,95340-2813,john headding,ceo,denise warmsley,dominican sisters of st. catherine of sienna of kenosha wisconsin,0,05-0117,hsc00117f,,115,115,64,14037,0,3026,0,222,175,4470,127,28,22085,2695,0,581,0,43,34,858,25,5,4241,115,0,0,0,0,0,22085,0,0,0,0,0,4241,0,0,0,0,0,52.6,52.6,5.2,5.2,14,1013,514,19492,0,25039,0,1041,4145,23739,6742,1460,81658,18906,0,8106,55128,0,3,138346,108875,1329,1536,5901,178934722,131386147,0,47548575,379355,52172603,-4244673,4073916,4595666,0,0,-4766423,23986004,9922190,145026528,59012859,0,12941163,0,1011107,940384,24885148,588027,127300,99505988,27040346,0,12360467,0,1293381,3725496,32723397,1878890,406757,79428734,63448509,0,22649370,0,0,1386804,2807852,34667898,3765476,0,2466917,0,193321,0,0,0,0,21876117,0,2652260,0,917684,1632425,20155175,0,314914,0,3874754,0,0,0,0,10603833,3762613,20251379,0,0,0,0,6849136,1506574,7751096,1447972,21279708,9381155,873099,2772931,7906246,5308469,2012341,497076,438574,279845,1423159,9662074,671106,17727958,2218821,23845600,0,54125559,15821832,0,3367277,34936450,54125559,0,19416056,29028888,50705817,32977859,0,0,3673385,3673385,306108,0,0,539,517,191,992340,126097,1118437,142,0,100690,199746,212036,25852,71162,150444,83094,105291,43289,736,267754,75025,260609,0,154290,54612,109300,70750,297576,81217,295023,0,173306,64258,126338,80719,,2003
106450949,mercy medical center-redding,7/1/2002,6/30/2003,365,audited,incl. ind. audit,shasta,01,0209,non-profit,general,comparable,,(530)225-6000,2175 roseville avenue,redding,96001,john diperry,executive vp/coo,judy bain,catholic healthcare west,2,05-0280,,zzr00280g,264,264,165,27858,0,11436,0,2718,14498,0,475,971,57956,5943,0,2440,0,580,3093,0,101,207,12364,264,0,0,0,0,0,57956,0,0,0,0,0,12364,0,0,0,0,0,60.1,60.1,4.7,4.7,9,2860,1592,46104,0,52076,0,2928,29835,0,2930,8231,142104,39931,56425,20463,8918,0,11,643800,531450,3949,6297,10736,560867427,395105507,0,165761920,2639831,166527313,1874438,-780531,181710,0,0,912197,127374222,55317118,378176087,201458551,0,70922966,0,22937356,115312988,0,4213260,8609952,423455073,47531425,0,28172527,0,5131694,46685056,0,2297501,7594151,137412354,186102711,0,75461489,0,0,22144453,81276523,0,11121404,0,15420861,0,3578066,0,0,0,0,62887265,0,14723904,0,5924597,80721521,0,0,1504633,0,0,0,-1067446,0,0,35603936,21252291,54144799,0,0,0,3478532,19909625,3533617,21733205,6871308,57260855,32043835,4476160,6876681,30027572,20245820,8515953,1663549,933732,333441,4149715,70651734,30159499,67046183,5967949,0,0,173825365,19770533,0,0,154054832,173825365,22320442,101736592,49912475,157893504,90847321,0,0,0,0,0,11471100,0,1510,1300,506,2455291,349062,2804353,283,24,153298,535738,710432,33766,69205,440019,251252,160447,101134,0,758243,394859,518792,70001,364482,29838,319076,0,856475,438723,589387,72988,412206,33726,400848,0,,2003
106340950,mercy san juan hospital,7/1/2002,6/30/2003,365,audited,excl. ind. audit,sacramento,02,0309,non-profit,general,comparable,,(916)534-5000,6501 coyle ave,carmichael,95608,michael uboldi,president,stephen shahbazian,catholic healthcare west,2,05-0516,hsc00516f,zzr00516f,247,247,247,22022,5777,12149,4708,1353,973,22079,0,39,69100,4634,1254,2600,1647,342,300,5453,0,12,16242,247,0,0,0,0,0,69100,0,0,0,0,0,16242,0,0,0,0,0,76.59999999999999,76.59999999999999,4.3,4.3,13,4784,2608,42314,27084,13703,11799,3877,2338,41745,0,3364,146224,51182,0,51383,42900,0,20,518332,153395,4172,2019,0,755477330,574566032,31646893,212558191,4440843,198664829,18334205,583558,987420,0,0,17930343,178515785,71445863,505515682,175415214,46852859,103667393,35110689,11451256,7246240,176819803,0,2165655,558729109,48218927,13925485,19099385,15357472,5617544,2509474,86842704,0,5177230,196748221,169041034,57404167,97935628,36297035,0,10089677,4200335,180844510,9899168,0,8854478,0,0,0,0,0,31646893,48829940,2551584,21462280,12800581,6952639,5405726,107466752,0,7088689,0,24504657,0,0,0,0,41111455,19960162,66648102,0,0,0,0,23012677,2299000,40456089,5177344,68494878,38813304,4448064,11912869,30845860,27233142,8641529,1854213,0,756385,5664585,53506798,63000,58849001,1783999,0,0,114202798,26851000,0,9311798,78040000,114202798,6000,84543041,53197162,142166001,83317000,0,0,10538798,10538798,1227000,19534000,0,1668,1259,775,2476675,376826,2853501,430,0,163998,495437,697033,67977,137426,348767,152012,179824,195761,38440,770696,372748,666076,0,360091,59371,247693,0,882581,434555,761745,0,413370,69055,292195,0,,2003
106150830,mercy westside hospital,7/1/2002,6/30/2003,365,audited,excl. ind. audit,kern,09,0625,non-profit,general,comparable,small/rural,(661)763-4211,110 east north street,taft,93268-3606,john ruffner,administrator,catherine matsuda,catholic healthcare west,0,05-0379,,zzt30379f,84,84,84,923,362,21676,524,0,2,62,0,210,23759,103,47,107,9,0,0,14,0,3,283,21,0,0,0,63,0,825,0,0,0,22934,0,191,0,0,0,92,0,77.5,77.5,84,4.3,0,0,0,1552,793,1171,2761,0,313,2722,0,1065,10377,6460,3812,0,416,0,0,0,0,0,0,0,18978529,11514995,0,7463534,10176,9666434,-2192724,68360,0,0,0,-2124364,6703265,3788602,8486662,1674100,610826,7216911,225520,0,2360,179847,0,73925,9983489,1595283,896314,895807,1749854,0,259062,2688922,0,909798,8995040,1883376,864645,4279732,1594538,-7034,0,161879,1792662,907323,0,37874,0,0,0,0,0,0,1386007,642495,3802146,380836,0,99543,1076107,0,76400,0,0,0,68360,0,0,2952221,993147,1740669,0,0,0,0,1811307,489064,1324837,355189,4158687,1310463,44100,1175580,934893,916494,194961,56207,97964,168395,608690,3509426,0,1857159,28719,0,0,5395304,10237352,0,1661985,-6504033,5395304,0,1434369,1201215,2721992,864833,0,0,2148405,2148405,486420,0,327868,155,118,77,248927,14621,263548,10,0,19779,39055,17026,14860,64283,38071,37632,0,16723,1498,110477,22031,28663,0,51890,16012,19854,0,116388,23211,30155,0,55333,17477,20984,0,,2003
